id,name,archetype,epithet,img,personality,role,type,visibleAff1,visibleAff2,hiddenAff,gender,species,ageBand,culturalBasis
v4_villain_shojo_012,Lior Baptiste,Grave-Light Enchanted Kingmaker,Grave Light Enchanted,cast/v4/v4_villain_shojo_012.webp,Lior checks on the quietest person before checking the exit; friends also know Lior leaves one light on for anyone coming home late.,villain,shojo,horror,fantasy,martial,nonbinary,human,30–39,Afro-Caribbean horror / fantasy character design
v4_villain_shojo_013,Marama Ropata,Dreadhouse Emberpack Schemer,Dreadhouse Emberpack,cast/v4/v4_villain_shojo_013.webp,"Marama packs for emergencies and forgets ordinary things. In a crisis, Marama always saves one reserve for the person who runs out first.",villain,shojo,horror,survival,shinobi,female,human,20–29,Maori/Pasifika horror / survival character design
v4_villain_shojo_014,Dariush Shahin,Touchline Cipher Saboteur,Touchline Cipher,cast/v4/v4_villain_shojo_014.webp,"Dariush measures trust by effort rather than speeches, while outside the big moments Dariush keeps one seat empty until everyone arrives.",villain,shojo,sports,mystery,pirate,male,human,20–29,Persian sports / mystery character design
v4_villain_shojo_015,Ingrid Viken,Podium Tasting-Room Broker,Podium Tasting Room,cast/v4/v4_villain_shojo_015.webp,"Ingrid makes tea before delivering bad news; when it matters, Ingrid believes care is easier to trust when it arrives warm.",villain,shojo,sports,cooking,martial,female,human,30–39,Scandinavian sports / cooking character design
v4_villain_shojo_016,Mosi Ali,Relay Moon-Echo Usurper,Relay Moon Echo,cast/v4/v4_villain_shojo_016.webp,"Mosi would rather restart honestly than accept a hollow win. Away from the pressure, Mosi always checks whether the quietest person agrees.",villain,shojo,sports,supernatural,mythology,male,human,20–29,East African sports / supernatural character design
v4_villain_shojo_017,Yasmin Bailey,Datastream Enchanted Operator,Datastream Enchanted,cast/v4/v4_villain_shojo_017.webp,"Yasmin keeps one old map even after learning the route; under pressure, Yasmin treats strange rules as invitations to learn.",villain,shojo,cyber,fantasy,mythology,female,human,20–29,Black British cyber / fantasy character design
v4_villain_shojo_018,Cruz Reyes,Network Comic Kingmaker,Network Comic,cast/v4/v4_villain_shojo_018.webp,"Cruz spots the human mistake hiding inside a technical problem, but Cruz also writes down compliments because saying them is harder.",villain,shojo,cyber,comedy,pirate,nonbinary,human,30–39,Mexican cyber / comedy character design
v4_villain_shojo_019,Esme Hale,Signal Saffron Schemer,Signal Saffron,cast/v4/v4_villain_shojo_019.webp,"Esme always returns to unfinished work before starting something flashy; alongside that, Esme believes care is easier to trust when it arrives warm.",villain,shojo,cyber,cooking,shinobi,female,human,20–29,mixed diaspora cyber / cooking character design
v4_villain_shojo_020,Quang Nguyen,Glitchline Deep-Sky Saboteur,Glitchline Deep Sky,cast/v4/v4_villain_shojo_020.webp,Quang thinks in contingencies whenever a system starts drifting; friends also know Quang keeps one tiny repair kit close at hand.,villain,shojo,cyber,space,martial,male,human,20–29,Vietnamese cyber / space character design
v4_villain_shojo_021,Orn Wongsa,Spellwood Encore Broker,Spellwood Encore,cast/v4/v4_villain_shojo_021.webp,"Orn remembers who stayed behind to help clean up. In a crisis, Orn turns nerves into rhythm once the spotlight lands.",villain,shojo,fantasy,idol,supernatural,female,human,30–39,Thai fantasy / idol character design
v4_villain_shojo_022,Selim Demir,Sigil Red-Thread Usurper,Sigil Red Thread,cast/v4/v4_villain_shojo_022.webp,"Selim treats strange rules as invitations to learn, while outside the big moments Selim would rather admit uncertainty than fake confidence.",villain,shojo,fantasy,mystery,survival,male,human,20–29,Turkish fantasy / mystery character design
v4_villain_shojo_023,Zahra Najjar,Stage-Light Voidlane Operator,Stage Light Voidlane,cast/v4/v4_villain_shojo_023.webp,"Zahra leaves notes instead of dramatic speeches; when it matters, Zahra treats distance as something to cross rather than admire.",villain,shojo,idol,space,samurai,female,human,20–29,Arab idol / space character design
v4_villain_shojo_024,Kauri Niko,Encore Wishlight Kingmaker,Encore Wishlight,cast/v4/v4_villain_shojo_024.webp,"Kauri protects the backstage people as fiercely as the headline act. Away from the pressure, Kauri keeps one small kindness in reserve.",villain,shojo,idol,magical,mythology,nonbinary,human,30–39,Maori/Pasifika idol / magical character design
v4_villain_shojo_025,Nicha Suwann,Casefile Tasting-Room Schemer,Casefile Tasting Room,cast/v4/v4_villain_shojo_025.webp,"Nicha keeps a tiny notebook of useful mistakes; under pressure, Nicha believes care is easier to trust when it arrives warm.",villain,shojo,mystery,cooking,space,female,human,20–29,Thai mystery / cooking character design
v4_villain_shojo_026,Jules Simon,Deadpan Stewpot Saboteur,Deadpan Stewpot,cast/v4/v4_villain_shojo_026.webp,"Jules cuts tension with timing that never targets the vulnerable, but Jules also always notices who has gone quiet.",villain,shojo,comedy,cooking,supernatural,male,human,20–29,French comedy / cooking character design
v4_villain_shojo_027,Tomoka Ishibashi,Comic Command-Post Broker,Comic Command Post,cast/v4/v4_villain_shojo_027.webp,"Tomoka saves the best snack for whoever worked latest; alongside that, Tomoka expects structure to serve the team rather than the reverse.",villain,shojo,comedy,military,martial,female,human,30–39,Japanese comedy / military character design
v4_villain_shojo_028,Caleb Adebayo,Punchline Moonbow Usurper,Punchline Moonbow,cast/v4/v4_villain_shojo_028.webp,Caleb knows when a joke will help and when silence will; friends also know Caleb writes reminders on the backs of receipts.,villain,shojo,comedy,magical,nordic,male,human,20–29,Black British comedy / magical character design
v4_villain_shojo_029,Dalia Aziz,Stewpot Trail Operator,Stewpot Trail,cast/v4/v4_villain_shojo_029.webp,"Dalia takes the long route when someone needs company. In a crisis, Dalia always saves one reserve for the person who runs out first.",villain,shojo,cooking,survival,samurai,female,human,20–29,Arab cooking / survival character design
v4_villain_shojo_030,Kai Sikora,Otherworld Deckside Kingmaker,Otherworld Deckside,cast/v4/v4_villain_shojo_030.webp,"Kai stays gentle with things everyone else finds unsettling, while outside the big moments Kai keeps one lucky coin and refuses to explain it.",villain,shojo,supernatural,pirate,martial,nonbinary,human,30–39,Polish supernatural / pirate character design
v4_villain_shojo_031,Naz Tas,Trail Freewind Schemer,Trail Freewind,cast/v4/v4_villain_shojo_031.webp,"Naz returns borrowed things cleaner than they arrived; when it matters, Naz treats a bad map as a starting point rather than a disaster.",villain,shojo,survival,pirate,mythology,female,human,20–29,Turkish survival / pirate character design
v4_villain_shojo_032,Stavros Markou,Rosebound Command-Post Saboteur,Rosebound Command Post,cast/v4/v4_villain_shojo_032.webp,"Stavros hears what people mean when they cannot quite say it. Away from the pressure, Stavros gets quieter as the stakes get higher.",villain,shojo,romance,military,samurai,male,human,20–29,Greek romance / military character design
v4_villain_shojo_033,Amal Nasser,Dreadhouse Fastbreak Broker,Dreadhouse Fastbreak,cast/v4/v4_villain_shojo_033.webp,"Amal keeps a spare pen for people who never do; under pressure, Amal would rather restart honestly than accept a hollow win.",villain,shojo,horror,sports,idol,female,human,30–39,Arab horror / sports character design
v4_villain_shojo_034,Bima Kusuma,Moonletter Spellwood Usurper,Moonletter Spellwood,cast/v4/v4_villain_shojo_034.webp,"Bima protects vulnerable conversations from becoming public theatre, but Bima also remembers tiny kindnesses for years.",villain,shojo,romance,fantasy,nordic,male,human,20–29,Indonesian romance / fantasy character design
v4_villain_shojo_035,Nicha Kittisak,Crossing Glitchline Operator,Crossing Glitchline,cast/v4/v4_villain_shojo_035.webp,"Nicha carries one completely impractical good-luck charm; alongside that, Nicha treats information as useful only when somebody can act on it.",villain,shojo,isekai,cyber,idol,female,human,20–29,Thai isekai / cyber character design
v4_villain_shojo_036,Lian Santos,Spotlight Freewind Kingmaker,Spotlight Freewind,cast/v4/v4_villain_shojo_036.webp,Lian protects the backstage people as fiercely as the headline act; friends also know Lian leaves one light on for anyone coming home late.,villain,shojo,idol,pirate,shinobi,nonbinary,human,30–39,Filipino idol / pirate character design
v4_villain_shojo_037,Mali Thamrong,Lockbox Punchline Schemer,Lockbox Punchline,cast/v4/v4_villain_shojo_037.webp,"Mali packs for emergencies and forgets ordinary things. In a crisis, Mali knows when a joke will help and when silence will.",villain,shojo,mystery,comedy,military,female,human,20–29,Thai mystery / comedy character design
v4_villain_shojo_038,Arjun Kapoor,Punchline Legend Saboteur,Punchline Legend,cast/v4/v4_villain_shojo_038.webp,"Arjun cuts tension with timing that never targets the vulnerable, while outside the big moments Arjun keeps one seat empty until everyone arrives.",villain,shojo,comedy,mythology,shinobi,male,human,20–29,Indian comedy / mythology character design
v4_villain_shojo_039,Somin Seo,Gearline Banner Broker,Gearline Banner,cast/v4/v4_villain_shojo_039.webp,"Somin makes tea before delivering bad news; when it matters, Somin expects structure to serve the team rather than the reverse.",villain,shojo,mecha,military,magical,female,human,30–39,Korean mecha / military character design
v4_villain_shojo_040,Faris Permana,Deep-Sky Cold-Harbor Usurper,Deep Sky Cold Harbor,cast/v4/v4_villain_shojo_040.webp,"Faris treats distance as something to cross rather than admire. Away from the pressure, Faris always checks whether the quietest person agrees.",villain,shojo,space,nordic,pirate,male,human,20–29,Indonesian space / nordic character design
